epoch,train_loss,train_bmi_loss,train_gender_loss,train_r2,train_gender_acc,val_loss,val_bmi_loss,val_gender_loss,val_r2,val_gender_acc
26,-0.19373788544447115,0.33890613810260695,0.21371147792675707,0.26910373799417253,0.9180685358255452,0.2801697639127572,0.6002193267146746,0.2267596337478608,0.07610823848540182,0.9122340425531915
27,-0.23415290011037695,0.3388051926204474,0.20084340298677436,0.23810068612591728,0.9230529595015576,0.27769574522972107,0.5998738221824169,0.2299529854208231,0.07727607993246643,0.9148936170212766
28,-0.22563029338817786,0.3336050787774643,0.21751468097514445,0.271599778193934,0.914018691588785,0.23558626199762026,0.5908003163834413,0.2203983459621668,0.08981611569340764,0.9268617021276596
29,-0.297745143422986,0.33041463600526944,0.190803974239838,0.26993368307350096,0.9233644859813084,0.252662044018507,0.6177221784989039,0.20782118290662766,0.046231893653565614,0.9308510638297872
30,-0.3289423658706174,0.3248722067858913,0.18716881376239333,0.28407488687720184,0.9314641744548287,0.2712323839465777,0.6187813306848208,0.21922576831032833,0.04553566807441656,0.925531914893617
31,-0.35023704377731474,0.33122879753608514,0.17736095223243875,0.2777414611934136,0.9342679127725857,0.22527434676885605,0.5918287659684817,0.22416672762483358,0.0872317114173059,0.9188829787234043
32,-0.36243376312869613,0.3145826765806368,0.19282398804432094,0.31322159223860935,0.9271028037383178,0.26029282063245773,0.621698260307312,0.21635414101183414,0.04149017206058658,0.9215425531914894
33,-0.30307167355376896,0.32480583716147016,0.2175623835756047,0.26807678883181796,0.9186915887850468,0.257074070473512,0.618629664182663,0.2196211425277094,0.045514173095245414,0.9162234042553191
34,-0.4025868321999465,0.32250455316930715,0.17695485297037233,0.3063080297219909,0.9367601246105919,0.2687838710844517,0.6332352807124456,0.21391273429617286,0.023567557842068987,0.9175531914893617
35,-0.3912018345724238,0.3198548130469747,0.1895712597830461,0.2956847257027162,0.930841121495327,0.2447422556579113,0.6321792292098204,0.20521181852867207,0.025436085436634448,0.925531914893617
36,-0.45595220557533866,0.3011638017574159,0.18070959851219512,0.324554160621211,0.9348909657320872,0.2910284499327342,0.6333285843332609,0.22729486397777995,0.02461557700337902,0.9162234042553191
37,-0.4902247503252313,0.30181253893245563,0.1687308935872694,0.34414447030090245,0.9370716510903426,0.2868124271432559,0.6392721496522427,0.22116455249488354,0.015088316170326466,0.9175531914893617
38,-0.4600265645744777,0.3028544208200851,0.18575143863880397,0.32758771400815145,0.9320872274143303,0.27490082010626793,0.6272837594151497,0.2276741984921197,0.03426029340857761,0.9202127659574468
39,-0.465058842212847,0.30862321896423206,0.181840775184112,0.31654664646652153,0.942367601246106,0.31805017838875455,0.6527661383152008,0.22496359321909645,-0.004662214692823019,0.9188829787234043
40,-0.4488456945608158,0.31310115673459404,0.1882899085631465,0.32794932862718595,0.9411214953271028,0.3088666448990504,0.667052281399568,0.20850898108134666,-0.027289415181199983,0.9268617021276596
41,-0.5272095159138783,0.29026111503048696,0.1767575177041316,0.35439816859434825,0.9364485981308411,0.2589452676475048,0.6328599750995636,0.21791536919772625,0.025368491663792736,0.9202127659574468
42,-0.4826270811038442,0.29549889856635936,0.19458383222175116,0.34596298837817496,0.9370716510903426,0.26436731467644375,0.6230857210854689,0.2298503196798265,0.0400439873495847,0.9148936170212766
43,-0.5262343724175255,0.29461543844773036,0.17852802825446176,0.3380386144254034,0.9358255451713395,0.28874938810865086,0.6544906993707021,0.21262773995598158,-0.008561848844899522,0.925531914893617
44,-0.5665433884847282,0.29224211560322505,0.1651519183991569,0.37149737437548236,0.9436137071651091,0.24746953075130781,0.6395441219210625,0.2085257275030017,0.014128003694324653,0.9188829787234043
45,-0.6184198171785562,0.28850694804793536,0.14792077811342655,0.35620567814890036,0.9445482866043614,0.20347093790769577,0.6124242084721724,0.21440071426331997,0.05690260534536895,0.9188829787234043
46,-0.5059962296249843,0.2976527982714153,0.1904104060797703,0.34544366482098643,0.935202492211838,0.2765144829948743,0.6423836561540762,0.21940952446311712,0.009742403932570975,0.9228723404255319
47,-0.6465032262967365,0.2762804647335912,0.149729789354571,0.407789529346436,0.9473520249221183,0.29411427800854045,0.6447716032465299,0.22510692880799374,0.006968542877433981,0.9162234042553191
48,-0.6225276601196515,0.2790208555536695,0.15879434142446164,0.3949854038345053,0.9482866043613707,0.2505164196093877,0.6515899995962778,0.2002045988726119,-0.002961677873637214,0.9335106382978723
49,-0.61179586595828,0.2822509362260894,0.1614956347327126,0.4001497863505391,0.9404984423676013,0.25702610115210217,0.6380047500133514,0.2155000624867777,0.01687204030527023,0.925531914893617
50,-0.4435217348065707,0.28271212701750276,0.2345806528804916,0.37435386789100955,0.9236760124610592,0.31263456245263416,0.654166237761577,0.22497955081053078,-0.008132174057917219,0.9162234042553191
51,-0.6532986586046691,0.2875276529552913,0.14021506744187953,0.38166072350788005,0.9485981308411215,0.29737882564465207,0.6513317475716273,0.22105411517744264,-0.0028309161053117204,0.9162234042553191
52,-0.6815071737412179,0.27862927502039636,0.13675182830948052,0.3966163365599211,0.9495327102803738,0.271119595815738,0.6593013033270836,0.2026186897419393,-0.014938565330617548,0.925531914893617
53,-0.5912282632129027,0.2849895821349456,0.17037131901055869,0.37545456902263485,0.9411214953271028,0.30190309633811313,0.6714180347820123,0.20496880278612176,-0.03386636243156049,0.9268617021276596
54,-0.6536253838255854,0.2766079634132952,0.15149790570508725,0.3882400433788935,0.946417445482866,0.2859802121917407,0.6489205335577329,0.21854230435565114,8.690487311124873e-05,0.9242021276595744
55,-0.6733566360308392,0.2875366715511473,0.13344542885955313,0.38408850233086633,0.9517133956386293,0.27167249595125514,0.6474720848103365,0.21375723967018226,0.0027383411101227217,0.9268617021276596
56,-0.667817374562273,0.27896679015737946,0.1438181675638598,0.40544426381025256,0.9470404984423676,0.26598039145270985,0.6528522682686647,0.20647370535880327,-0.005934499801365067,0.9242021276595744
57,-0.7089543153743932,0.27253428890858544,0.1321424991906722,0.42115854467092106,0.950778816199377,0.258621317644914,0.6493639374772707,0.2064938899129629,-5.491667707158143e-05,0.9281914893617021
58,-0.6542325778172748,0.2715895219457031,0.15659078466936505,0.4048377450890982,0.9448598130841122,0.24267078563570976,0.6339675920705,0.21359605947509408,0.022970986918097513,0.9162234042553191
59,-0.611283926385464,0.28524683342121615,0.16271886500612934,0.39273813973655913,0.9479750778816199,0.2900039205948512,0.6656508135298888,0.2052384876490881,-0.02448668145666777,0.9242021276595744
60,-0.6085287710227588,0.2815680002221967,0.16725414076654038,0.36007980853536614,0.940809968847352,0.2535165771842003,0.6480887594322363,0.2054767031222582,0.0012711280151669335,0.9242021276595744
